07/18/2011 09:49:20 AM 1 mph S,-76.298267,37.003528,4.7
07/18/2011 09:49:40 AM 2 mph S,-76.298265,37.003398,4.7
07/18/2011 09:50:00 AM 1 mph S,-76.298258,37.003265,5.1
07/18/2011 09:50:20 AM 2 mph S,-76.298253,37.003137,4.9
07/18/2011 09:50:40 AM 2 mph S,-76.298247,37.003003,4.6
07/18/2011 09:51:00 AM 2 mph S,-76.298228,37.002907,4.8
07/18/2011 09:51:20 AM 1 mph S,-76.298232,37.002813,6.5
07/18/2011 09:51:40 AM 2 mph S,-76.298257,37.002693,8.4
07/18/2011 09:52:00 AM 1 mph S,-76.298298,37.00259,8.9
07/18/2011 09:52:15 AM 1 mph S,-76.298325,37.002458,8.7
07/18/2011 09:52:30 AM 1 mph S,-76.298338,37.002417,8.3
07/18/2011 09:52:45 AM 2 mph S,-76.298362,37.002337,8.4
07/18/2011 09:53:00 AM 1 mph S,-76.298358,37.002213,8.1
07/18/2011 09:53:20 AM 2 mph S,-76.298372,37.002092,6.8
07/18/2011 09:53:40 AM 2 mph S,-76.298407,37.001973,4.9
07/18/2011 09:54:00 AM 1 mph S,-76.298422,37.001845,4.1
07/18/2011 09:54:12 AM 1 mph S,-76.298412,37.001717,4.2
07/18/2011 09:54:24 AM 5 mph NW,-76.298483,37.001682,4
07/18/2011 09:54:36 AM 8 mph NW,-76.29867,37.001815,4.4
07/18/2011 09:54:48 AM 9 mph NW,-76.298895,37.001978,4.9
07/18/2011 09:55:00 AM 6 mph NW,-76.299087,37.002117,5.4
07/18/2011 09:55:07 AM 5 mph NW,-76.299215,37.00221,6.1
07/18/2011 09:55:14 AM 4 mph NW,-76.299288,37.002303,7.1
07/18/2011 09:55:21 AM 3 mph N,-76.299303,37.002405,7.8
07/18/2011 09:55:28 AM 4 mph N,-76.299292,37.002503,8.3
07/18/2011 09:55:35 AM 4 mph N,-76.299275,37.002603,8.5
07/18/2011 09:55:42 AM 3 mph N,-76.299253,37.002707,8.5
07/18/2011 09:55:49 AM 4 mph N,-76.299228,37.002805,8.5
07/18/2011 09:55:56 AM 4 mph N,-76.2992,37.002908,8.5
07/18/2011 09:56:00 AM 4 mph N,-76.299168,37.003008,8.4
07/18/2011 09:56:09 AM 4 mph N,-76.299133,37.003108,8.2
07/18/2011 09:56:18 AM 4 mph N,-76.299098,37.003203,7.8
07/18/2011 09:56:27 AM 10 mph N,-76.298968,37.003525,7.3
07/18/2011 09:56:36 AM 10 mph N,-76.298845,37.003793,7
07/18/2011 09:56:45 AM 10 mph NE,-76.298705,37.004043,6.9
07/18/2011 09:56:54 AM 10 mph NE,-76.298512,37.004275,7.1
07/18/2011 09:57:00 AM 10 mph NE,-76.298313,37.004512,7.2
07/18/2011 09:57:10 AM 10 mph NE,-76.298113,37.004755,7.1
07/18/2011 09:57:20 AM 7 mph NE,-76.297923,37.004985,6.8
07/18/2011 09:57:30 AM 5 mph N,-76.297833,37.005118,6.1
07/18/2011 09:57:40 AM 4 mph N,-76.29779,37.005227,5.5
07/18/2011 09:57:50 AM 2 mph N,-76.297752,37.005358,5.1
07/18/2011 09:58:00 AM 1 mph SW,-76.297908,37.00531,6.3
07/18/2011 09:58:30 AM 1 mph SW,-76.297942,37.005243,6.6
07/18/2011 09:59:00 AM 1 mph S,-76.297983,37.005138,7.6
07/18/2011 09:59:15 AM 1 mph S,-76.298007,37.00507,8.3
07/18/2011 09:59:30 AM 1 mph S,-76.298015,37.005032,8.5
07/18/2011 09:59:45 AM 1 mph S,-76.298037,37.00493,9.4
07/18/2011 10:00:00 AM 1 mph S,-76.29805,37.004833,8.4
07/18/2011 10:00:10 AM 1 mph S,-76.29807,37.004727,7.1
07/18/2011 10:00:20 AM 7 mph NW,-76.298202,37.00477,7.6
